This host is: shiva
--- BRKGA-MP-IPR for HHCRSP ---
Instance: /home/alberto/work/gecco2020-brkga/instances-HHCRSP/InstanzVNS_HCSRP_200_5.txt
Seed: 10

Reading data... Problem contains 200 patients  and 30 caregivers.

Summary of supply x demand for each service type:
Skill 0 has supply = 4 and demand = 31, ratio = 0.129032
Skill 1 has supply = 6 and demand = 37, ratio = 0.162162
Skill 2 has supply = 5 and demand = 29, ratio = 0.172414
Skill 3 has supply = 19 and demand = 57, ratio = 0.333333
Skill 4 has supply = 15 and demand = 54, ratio = 0.277778
Skill 5 has supply = 19 and demand = 52, ratio = 0.365385

Reading parameters...
Inferred distance function by PR type: kendall-tau
Building BRKGA data and initializing...
Evolving 1900 generations...

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
*    0 1900  7066.87  434.29      0  7066.87  6884.64 13891.3   424.7     0.1    
*  250 1650  1366.24    2.53      0  1366.24  4064.25    12.8     4.1    23.9    
*  251 1649  1360.41    2.43      0  1360.41  4064.25    12.8     4.1    24.0    
*  255 1645  1358.76    2.30      0  1358.76  4060.21    11.9     4.1    24.4    
*  257 1643  1358.53    2.21      0  1358.53  4058.61    12.8     4.1    24.5    
*  260 1640  1358.41    1.46      0  1358.41  4050.94    16.0     4.3    24.8    
*  261 1639  1357.06    1.59      0  1357.06  4047.79    16.5     4.1    24.9    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
*  262 1638  1356.13    1.53      0  1356.13  4049.28    13.8     4.1    25.0    
*  263 1637  1355.74    1.34      0  1355.74  4050.42    12.6     4.1    25.1    
*  265 1635  1354.92    0.82      0  1354.92  4046.84    13.8     4.1    25.3    
*  268 1632  1354.75    0.48      0  1354.75  4041.49    18.2     4.1    25.6    
*  269 1631  1354.61    0.47      0  1354.61  4042.39    15.5     4.1    25.7    
*  270 1630  1354.02    0.40      0  1354.02  4042.39    15.5     4.1    25.8    
*  272 1628  1353.26    0.52      0  1353.26  4037.60    15.5     4.1    26.0    
*  273 1627  1352.43    0.51      0  1352.43  4037.60    15.5     4.1    26.1    
*  276 1624  1351.71    0.55      0  1351.71  4036.12    11.9     4.1    26.3    
*  277 1623  1350.73    0.65      0  1350.73  4030.79    15.5     4.1    26.4    
*  278 1622  1350.15    0.98      0  1350.15  4022.92    18.3     4.1    26.5    
*  279 1621  1348.45    1.10      0  1348.45  4022.92    18.3     4.1    26.6    
*  283 1617  1347.73    0.62      0  1347.73  4018.80    18.3     4.1    27.0    
*  284 1616  1347.07    0.68      0  1347.07  4018.80    18.3     4.1    27.1    
*  286 1614  1344.96    0.82      0  1344.96  4015.20    15.5     4.1    27.3    
*  288 1612  1343.37    0.93      0  1343.37  4007.71    18.3     4.1    27.5    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
*  292 1608  1341.41    1.22      0  1341.41  4001.81    18.3     4.1    27.8    
*  295 1605  1340.37    1.20      0  1340.37  3989.58    20.8     4.1    28.1    
*  296 1604  1338.16    1.09      0  1338.16  3989.58    20.8     4.1    28.2    
*  299 1601  1337.36    0.54      0  1337.36  3987.19    20.8     4.1    28.5    
   300 1600  1337.36    0.16      1  1337.36  3987.19    20.8     4.1    28.6    
*  304 1596  1335.99    0.40      0  1335.99  3983.08    20.8     4.1    29.0    
*  307 1593  1335.94    0.36      0  1335.94  3982.91    20.8     4.1    29.3    
*  310 1590  1335.14    0.61      0  1335.14  3975.31    20.8     4.1    29.5    
*  311 1589  1333.40    0.55      0  1333.40  3975.31    20.8     4.1    29.6    
*  314 1586  1330.52    0.67      0  1330.52  3960.50    23.8     7.2    29.9    
*  319 1581  1329.13    1.02      0  1329.13  3955.82    23.8     7.2    30.4    
*  320 1580  1328.96    0.88      0  1328.96  3955.82    23.8     7.2    30.5    
*  323 1577  1327.38    0.36      0  1327.38  3951.09    23.8     7.2    30.8    
*  325 1575  1327.33    0.69      0  1327.33  3950.92    23.8     7.2    31.0    
*  340 1560  1326.30    0.23      0  1326.30  3946.49    23.8     7.2    32.4    
*  341 1559  1325.85    0.28      0  1325.85  3946.49    23.8     7.2    32.5    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
*  345 1555  1324.97    0.39      0  1324.97  3946.97    20.3     7.2    32.8    
*  346 1554  1324.83    0.47      0  1324.83  3946.97    20.3     7.2    32.9    
*  349 1551  1322.27    0.25      0  1322.27  3935.75    23.8     7.2    33.2    
   350 1550  1322.27    0.36      1  1322.27  3935.75    23.8     7.2    33.3    
*  352 1548  1321.25    0.88      0  1321.25  3936.23    20.3     7.2    33.5    
*  362 1538  1314.08    0.71      0  1314.08  3917.49    17.5     7.2    34.4    
*  385 1515  1313.29    0.08      0  1313.29  3915.10    17.5     7.2    36.6    
   400 1500  1313.29    0.00     15  1313.29  3915.10    17.5     7.2    38.0    
*  421 1479  1310.80    0.35      0  1310.80  3907.63    17.5     7.2    40.0    
*  447 1453  1310.02    0.11      0  1310.02  3905.29    17.5     7.2    42.4    
   450 1450  1310.02    0.31      3  1310.02  3905.29    17.5     7.2    42.7    
   500 1400  1310.02    0.00     53  1310.02  3905.29    17.5     7.2    47.4    
   550 1350  1310.02    0.00    103  1310.02  3905.29    17.5     7.2    52.1    
*  557 1343  1309.20    0.12      0  1309.20  3902.83    17.5     7.2    52.8    
   600 1300  1309.20    0.00     43  1309.20  3902.83    17.5     7.2    56.8    
*  613 1287  1308.69    0.05      0  1308.69  3901.32    17.5     7.2    58.0    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
   650 1250  1308.69    0.00     37  1308.69  3901.32    17.5     7.2    61.5    
   700 1200  1308.69    0.00     87  1308.69  3901.32    17.5     7.2    66.2    
   750 1150  1308.69    0.00    137  1308.69  3901.32    17.5     7.2    70.9    
*  787 1113  1307.87    0.08      0  1307.87  3898.86    17.5     7.2    74.4    
   800 1100  1307.87    0.21     13  1307.87  3898.86    17.5     7.2    75.7    
*  809 1091  1307.59    0.41      0  1307.59  3897.99    17.5     7.2    76.5    
*  817 1083  1305.99    0.28      0  1305.99  3893.22    17.5     7.2    77.3    
   850 1050  1305.99    0.00     33  1305.99  3893.22    17.5     7.2    80.4    
   900 1000  1305.99    0.00     83  1305.99  3893.22    17.5     7.2    85.1    
   950  950  1305.99    0.00    133  1305.99  3893.22    17.5     7.2    89.8    
  1000  900  1305.99    0.00    183  1305.99  3893.22    17.5     7.2    94.6    
  1050  850  1305.99    0.00    233  1305.99  3893.22    17.5     7.2    99.3    
  1100  800  1305.99    0.00    283  1305.99  3893.22    17.5     7.2   104.0    
* 1103  797  1303.33    0.27      0  1303.33  3885.22    17.5     7.2   104.3    
  1150  750  1303.33    0.00     47  1303.33  3885.22    17.5     7.2   108.7    
  1200  700  1303.33    0.00     97  1303.33  3885.22    17.5     7.2   113.5    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
  1250  650  1303.33    0.00    147  1303.33  3885.22    17.5     7.2   118.2    
  1300  600  1303.33    0.00    197  1303.33  3885.22    17.5     7.2   122.9    
  1350  550  1303.33    0.00    247  1303.33  3885.22    17.5     7.2   127.7    
  1400  500  1303.33    0.00    297  1303.33  3885.22    17.5     7.2   132.4    
  1450  450  1303.33    0.00    347  1303.33  3885.22    17.5     7.2   137.1    
  1500  400  1303.33    0.00    397  1303.33  3885.22    17.5     7.2   141.9    
  1550  350  1303.33    0.00    447  1303.33  3885.22    17.5     7.2   146.6    
  1600  300  1303.33    0.00    497  1303.33  3885.22    17.5     7.2   151.3    
* 1630  270  1302.97    0.04      0  1302.97  3884.16    17.5     7.2   154.2    
  1650  250  1302.97    0.08     20  1302.97  3884.16    17.5     7.2   156.1    
  1700  200  1302.97    0.00     70  1302.97  3884.16    17.5     7.2   160.8    
* 1723  177  1301.83    0.11      0  1301.83  3880.72    17.5     7.2   163.0    
  1750  150  1301.83    0.00     27  1301.83  3880.72    17.5     7.2   165.5    
  1800  100  1301.83    0.00     77  1301.83  3880.72    17.5     7.2   170.3    
* 1831   69  1301.14    0.12      0  1301.14  3878.67    17.5     7.2   173.2    
  1850   50  1301.14    0.00     19  1301.14  3878.67    17.5     7.2   175.0    

  Gens  Rem    Local   ElDiv NoImpr             Best solution            Time  Op
                                       Cost     Dist    Tard    TMax 
  1900    0  1301.14    0.00     69  1301.14  3878.67    17.5     7.2   179.7    
Evolutionary process finished.
Solution written to 'solution-20297.txt'.

Sorted sequence of worst to best tardiness value:
Task for patient = 46 with skills = {2,-1} and cost = 175.7
   Vehicle #0 = 0, leaving at = 175.2
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 16.5
   Increment on tard indicator:     7.2
   Value of tmax indicator:         16.5

Task for patient = 63 with skills = {3,-1} and cost = 571.4
   Vehicle #0 = 17, leaving at = 280.6
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 3.6
   Increment on tard indicator:     3.6
   Value of tmax indicator:         3.6

Task for patient = 25 with skills = {1,-1} and cost = 914.1
   Vehicle #0 = 9, leaving at = 493.5
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 9.5
   Increment on tard indicator:     2.5
   Value of tmax indicator:         9.5

Task for patient = 142 with skills = {3,4} and cost = 636.1
   Vehicle #0 = 11, leaving at = 309.9
   Vehicle #1 = 15, leaving at = 309.9
   Increment on distance indicator: 23.0
   Increment on tard indicator:     1.7
   Value of tmax indicator:         23.0

Task for patient = 119 with skills = {1,-1} and cost = 850.4
   Vehicle #0 = 9, leaving at = 414.3
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 14.3
   Increment on tard indicator:     1.3
   Value of tmax indicator:         14.3

Task for patient = 102 with skills = {1,-1} and cost = 860.3
   Vehicle #0 = 1, leaving at = 384.2
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 3.2
   Increment on tard indicator:     1.2
   Value of tmax indicator:         3.2

Task for patient = 141 with skills = {4,5} and cost = 739.6
   Vehicle #0 = 13, leaving at = 336.8
   Vehicle #1 = 14, leaving at = 336.8
   Increment on distance indicator: 30.3
   Increment on tard indicator:     0.0
   Value of tmax indicator:         30.3

Task for patient = 95 with skills = {4,-1} and cost = 740.7
   Vehicle #0 = 18, leaving at = 439.2
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 3.2
   Increment on tard indicator:     0.0
   Value of tmax indicator:         3.2

Task for patient = 40 with skills = {1,-1} and cost = 742.5
   Vehicle #0 = 4, leaving at = 443.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 5.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         5.4

Task for patient = 140 with skills = {2,-1} and cost = 746.5
   Vehicle #0 = 4, leaving at = 474.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 12.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         12.0

Task for patient = 168 with skills = {4,5} and cost = 755.2
   Vehicle #0 = 12, leaving at = 342.1
   Vehicle #1 = 15, leaving at = 342.1
   Increment on distance indicator: 26.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         26.1

Task for patient = 100 with skills = {2,-1} and cost = 760.6
   Vehicle #0 = 6, leaving at = 278.1
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 16.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         16.4

Task for patient = 128 with skills = {3,-1} and cost = 764.8
   Vehicle #0 = 13, leaving at = 359.2
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 12.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         12.4

Task for patient = 68 with skills = {5,-1} and cost = 768.4
   Vehicle #0 = 12, leaving at = 363.1
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 11.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         11.0

Task for patient = 12 with skills = {3,-1} and cost = 770.4
   Vehicle #0 = 22, leaving at = 276.7
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 5.8
   Increment on tard indicator:     0.0
   Value of tmax indicator:         5.8

Task for patient = 112 with skills = {5,-1} and cost = 729.5
   Vehicle #0 = 21, leaving at = 345.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 9.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         9.0

Task for patient = 170 with skills = {3,5} and cost = 782.7
   Vehicle #0 = 19, leaving at = 396.7
   Vehicle #1 = 11, leaving at = 396.7
   Increment on distance indicator: 21.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         21.0

Task for patient = 109 with skills = {4,-1} and cost = 785.9
   Vehicle #0 = 24, leaving at = 344.4
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 9.5
   Increment on tard indicator:     0.0
   Value of tmax indicator:         9.5

Task for patient = 19 with skills = {5,-1} and cost = 789.4
   Vehicle #0 = 22, leaving at = 297.3
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 10.6
   Increment on tard indicator:     0.0
   Value of tmax indicator:         10.6

Task for patient = 86 with skills = {1,-1} and cost = 791.8
   Vehicle #0 = 1, leaving at = 341.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 7.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         7.1

Task for patient = 187 with skills = {2,3} and cost = 799.3
   Vehicle #0 = 4, leaving at = 500.1
   Vehicle #1 = 22, leaving at = 500.1
   Increment on distance indicator: 22.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         22.4

Task for patient = 62 with skills = {3,-1} and cost = 801.9
   Vehicle #0 = 21, leaving at = 362.8
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 7.8
   Increment on tard indicator:     0.0
   Value of tmax indicator:         7.8

Task for patient = 178 with skills = {0,4} and cost = 807.0
   Vehicle #0 = 3, leaving at = 347.0
   Vehicle #1 = 17, leaving at = 390.0
   Increment on distance indicator: 15.3
   Increment on tard indicator:     0.0
   Value of tmax indicator:         15.3

Task for patient = 39 with skills = {1,-1} and cost = 811.0
   Vehicle #0 = 0, leaving at = 376.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 12.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         12.0

Task for patient = 156 with skills = {4,5} and cost = 821.0
   Vehicle #0 = 19, leaving at = 421.7
   Vehicle #1 = 11, leaving at = 421.7
   Increment on distance indicator: 30.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         30.0

Task for patient = 113 with skills = {3,-1} and cost = 824.7
   Vehicle #0 = 15, leaving at = 373.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 11.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         11.0

Task for patient = 149 with skills = {3,5} and cost = 775.7
   Vehicle #0 = 11, leaving at = 370.2
   Vehicle #1 = 17, leaving at = 370.2
   Increment on distance indicator: 16.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         16.1

Task for patient = 67 with skills = {3,-1} and cost = 647.1
   Vehicle #0 = 12, leaving at = 324.1
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 8.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         8.1

Task for patient = 29 with skills = {3,-1} and cost = 652.2
   Vehicle #0 = 19, leaving at = 310.9
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 15.2
   Increment on tard indicator:     0.0
   Value of tmax indicator:         15.2

Task for patient = 129 with skills = {3,-1} and cost = 654.3
   Vehicle #0 = 24, leaving at = 301.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 6.3
   Increment on tard indicator:     0.0
   Value of tmax indicator:         6.3

Task for patient = 161 with skills = {3,4} and cost = 660.8
   Vehicle #0 = 18, leaving at = 260.9
   Vehicle #1 = 22, leaving at = 260.9
   Increment on distance indicator: 19.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         19.4

Task for patient = 53 with skills = {4,-1} and cost = 663.1
   Vehicle #0 = 11, leaving at = 326.9
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 7.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         7.1

Task for patient = 125 with skills = {4,-1} and cost = 664.3
   Vehicle #0 = 11, leaving at = 340.5
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 3.6
   Increment on tard indicator:     0.0
   Value of tmax indicator:         3.6

Task for patient = 94 with skills = {3,-1} and cost = 668.9
   Vehicle #0 = 24, leaving at = 324.9
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 13.9
   Increment on tard indicator:     0.0
   Value of tmax indicator:         13.9

Task for patient = 191 with skills = {0,3} and cost = 669.6
   Vehicle #0 = 7, leaving at = 320.7
   Vehicle #1 = 16, leaving at = 346.7
   Increment on distance indicator: 2.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         2.0

Task for patient = 120 with skills = {4,-1} and cost = 673.3
   Vehicle #0 = 18, leaving at = 290.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 11.0
   Increment on tard indicator:     0.0
   Value of tmax indicator:         11.0

Task for patient = 85 with skills = {0,-1} and cost = 678.3
   Vehicle #0 = 5, leaving at = 301.5
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 15.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         15.1

Task for patient = 101 with skills = {5,-1} and cost = 678.8
   Vehicle #0 = 26, leaving at = 345.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 1.4
   Increment on tard indicator:     0.0
   Value of tmax indicator:         1.4

Task for patient = 51 with skills = {1,-1} and cost = 720.7
   Vehicle #0 = 1, leaving at = 321.7
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 6.7
   Increment on tard indicator:     0.0
   Value of tmax indicator:         6.7

Task for patient = 36 with skills = {2,-1} and cost = 688.3
   Vehicle #0 = 6, leaving at = 251.7
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 8.1
   Increment on tard indicator:     0.0
   Value of tmax indicator:         8.1

Task for patient = 18 with skills = {1,-1} and cost = 690.9
   Vehicle #0 = 1, leaving at = 305.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 7.6
   Increment on tard indicator:     0.0
   Value of tmax indicator:         7.6

Task for patient = 69 with skills = {2,-1} and cost = 692.8
   Vehicle #0 = 0, leaving at = 354.0
   Vehicle #1 = -1, leaving at = inf
   Increment on distance indicator: 5.8
   Increment on tard indicator:     0.0
   Value of tmax indicator:         5.8

Task for patient = 177 with skills = {0,3} and cost = 698.1
   Vehicle #0 = 3, leaving at = 304.2
   Vehicle #1 = 11, leaving at = 354.2
   Increment on distance indicator: 15.8
   Increment on tard indicator:     0.0
   Value of tmax indicator:         15.8

Task for patient = 21 with skills = {0,-1} and cost = 702.2
